lead_id,instagram_handle,instagram_url,nome_publico,nicho,regiao,source_url,source_type,fit_score,segmento_abc,crm_stage,owner,status_outreach,gancho_personalizado,mensagem_dm_seq1,utm_source,utm_medium,utm_campaign,proxima_acao
IG011,corre_e_aproveita,https://www.instagram.com/corre_e_aproveita/,corre_e_aproveita,marketplaces_geral,nacional,https://linktr.ee/corre_e_aproveitaa,verified_public_linktree,93,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Melhor grupo de ofertas Amazon, Mercado Livre e Shopee; Linktree lista Instagram e grupos WhatsApp.","Oi, @corre_e_aproveita! Vi seu perfil de ofertas no Instagram (Melhor grupo de ofertas Amazon, Mercado Livre e Shopee; Linktree lista Instagram e grupos WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-corre_e_aproveita,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG012,cupom_de_desconto,https://www.instagram.com/cupom_de_desconto/,cupom_de_desconto,cupons_moda,nacional,https://linktr.ee/cupom_de_desconto,verified_public_linktree,82,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,Indicações de cupons de descontos e promoções; Linktree lista Instagram.,"Oi, @cupom_de_desconto! Vi seu perfil de ofertas no Instagram (Indicações de cupons de descontos e promoções; Linktree lista Instagram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-cupom_de_desconto,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG013,daline,https://www.instagram.com/daline/,daline,cupons_multimarcas,nacional,https://linktr.ee/daline,verified_public_linktree,87,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Links de descontos e cupons; possui grupo de promoções, WhatsApp, Instagram e loja Magalu.","Oi, @daline! Vi seu perfil de ofertas no Instagram (Links de descontos e cupons; possui grupo de promoções, WhatsApp, Instagram e loja Magalu.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-daline,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG014,pechincha1,https://www.instagram.com/pechincha1/,pechincha1,cupons_promocoes,nacional,https://linktr.ee/pechincha1,verified_public_linktree,80,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Cupons, descontos e promoções; Linktree lista Instagram.","Oi, @pechincha1! Vi seu perfil de ofertas no Instagram (Cupons, descontos e promoções; Linktree lista Instagram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-pechincha1,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG015,promo_delas,https://www.instagram.com/promo_delas/,promo_delas,cupons_promocoes,nacional,https://linktr.ee/promo_delas,verified_public_linktree,78,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Descontos, promoções e cupons; Linktree lista e-mail e Instagram.","Oi, @promo_delas! Vi seu perfil de ofertas no Instagram (Descontos, promoções e cupons; Linktree lista e-mail e Instagram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-promo_delas,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG016,thatycerreia,https://www.instagram.com/thatycerreia/,thatycerreia,cupons_marcas,nacional,https://linktr.ee/thatycerreia,verified_public_linktree,90,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Cupons nas melhores marcas, promoções diárias no Canal do WhatsApp, contatos e parcerias; Linktree lista Instagram/TikTok/WhatsApp.","Oi, @thatycerreia! Vi seu perfil de ofertas no Instagram (Cupons nas melhores marcas, promoções diárias no Canal do WhatsApp, contatos e parcerias; Linktree lista Instagram/TikTok/WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-thatycerreia,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG017,achadinhosddia,https://www.instagram.com/achadinhosddia/,achadinhosddia,achadinhos_shopee,nacional,https://linktr.ee/achadinhosddia,verified_public_linktree,88,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,Achadinhos com descontos reais e ofertas diárias; Linktree lista Instagram e grupos Shopee/WhatsApp.,"Oi, @achadinhosddia! Vi seu perfil de ofertas no Instagram (Achadinhos com descontos reais e ofertas diárias; Linktree lista Instagram e grupos Shopee/WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-achadinhosddia,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG018,dicasdagiooh,https://www.instagram.com/dicasdagiooh/,dicasdagiooh,cupons_moda_beleza,nacional,https://linktr.ee/dicasdagiooh,verified_public_linktree,85,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,Lojas e cupons ativos; possui grupo de promoções WhatsApp e Instagram.,"Oi, @dicasdagiooh! Vi seu perfil de ofertas no Instagram (Lojas e cupons ativos; possui grupo de promoções WhatsApp e Instagram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-dicasdagiooh,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG019,shopshopachadinhos,https://www.instagram.com/shopshopachadinhos/,shopshopachadinhos,achadinhos_shopee,nacional,https://linktr.ee/shopshopachadinhos,verified_public_linktree,86,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Achadinhos da Shopee; Linktree lista Instagram, Facebook, Telegram e grupo de promoções.","Oi, @shopshopachadinhos! Vi seu perfil de ofertas no Instagram (Achadinhos da Shopee; Linktree lista Instagram, Facebook, Telegram e grupo de promoções.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-shopshopachadinhos,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG020,alojaexpress,https://www.instagram.com/alojaexpress/,alojaexpress,achadinhos_shopee,nacional,https://linktr.ee/alojaexpress,verified_public_linktree,84,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,Achadinhos procurados e viralizados na Shopee; Linktree lista comunidade WhatsApp e Instagram.,"Oi, @alojaexpress! Vi seu perfil de ofertas no Instagram (Achadinhos procurados e viralizados na Shopee; Linktree lista comunidade WhatsApp e Instagram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-alojaexpress,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG021,salveamia,https://www.instagram.com/salveamia/,salveamia,pet_ofertas,nacional,https://linktr.ee/salveamia,verified_public_linktree,83,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,Grupo de promoções do WhatsApp para economizar em compras pet; Linktree lista Instagram e WhatsApp.,"Oi, @salveamia! Vi seu perfil de ofertas no Instagram (Grupo de promoções do WhatsApp para economizar em compras pet; Linktree lista Instagram e WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-salveamia,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG022,shopxisachadinhos,https://www.instagram.com/shopxisachadinhos/,shopxisachadinhos,achadinhos_casa,nacional,https://linktr.ee/shopxisachadinhos,verified_public_linktree,86,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Achadinhos para casa com descontos; Linktree lista Instagram, WhatsApp, TikTok e ofertas Shopee/Mercado Livre.","Oi, @shopxisachadinhos! Vi seu perfil de ofertas no Instagram (Achadinhos para casa com descontos; Linktree lista Instagram, WhatsApp, TikTok e ofertas Shopee/Mercado Livre.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-shopxisachadinhos,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG023,achadinhobr_shopee,https://www.instagram.com/achadinhobr_shopee/,achadinhobr_shopee,achadinhos_shopee,nacional,https://linktr.ee/achadinhobr_shopee,verified_public_linktree,84,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Dicas na Shopee, promoções diárias e links exclusivos; Linktree lista Instagram, TikTok e WhatsApp Channel.","Oi, @achadinhobr_shopee! Vi seu perfil de ofertas no Instagram (Dicas na Shopee, promoções diárias e links exclusivos; Linktree lista Instagram, TikTok e WhatsApp Channel.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-achadinhobr_shopee,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG024,clickeeconomizebr,https://www.instagram.com/clickeeconomizebr/,clickeeconomizebr,ofertas_marketplaces,nacional,https://linktr.ee/clickeeconomizebr,verified_public_linktree,89,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Melhores ofertas Shopee, Amazon e Mercado Livre; Linktree lista Instagram e WhatsApp.","Oi, @clickeeconomizebr! Vi seu perfil de ofertas no Instagram (Melhores ofertas Shopee, Amazon e Mercado Livre; Linktree lista Instagram e WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-clickeeconomizebr,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG025,achadinhosdapriiih,https://www.instagram.com/achadinhosdapriiih/,achadinhosdapriiih,achadinhos_decor,nacional,https://linktr.ee/achadinhosdapriiih,verified_public_linktree,82,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Decor, utilidades e mimos da Shopee; Linktree lista Instagram, WhatsApp e grupo de achadinhos.","Oi, @achadinhosdapriiih! Vi seu perfil de ofertas no Instagram (Decor, utilidades e mimos da Shopee; Linktree lista Instagram, WhatsApp e grupo de achadinhos.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-achadinhosdapriiih,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG026,vanusasfferreira,https://www.instagram.com/vanusasfferreira/,vanusasfferreira,achadinhos_shopee,nacional,https://linktr.ee/vanusasfferreira,verified_public_linktree,80,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Qtudo Achadinhos; links Shopee, cupons, promoções e grupo WhatsApp; Linktree lista Instagram.","Oi, @vanusasfferreira! Vi seu perfil de ofertas no Instagram (Qtudo Achadinhos; links Shopee, cupons, promoções e grupo WhatsApp; Linktree lista Instagram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-vanusasfferreira,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG027,achaa_dinhosdacris,https://www.instagram.com/achaa_dinhosdacris/,achaa_dinhosdacris,achadinhos_shopee,nacional,https://linktr.ee/achaa_dinhosdacris,verified_public_linktree,78,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Achadinhos e ofertas; Linktree possui grupo WhatsApp, Magalu, Shopee e Instagram.","Oi, @achaa_dinhosdacris! Vi seu perfil de ofertas no Instagram (Achadinhos e ofertas; Linktree possui grupo WhatsApp, Magalu, Shopee e Instagram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-achaa_dinhosdacris,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG028,achadonapromo.br,https://www.instagram.com/achadonapromo.br/,achadonapromo.br,promocoes_multicanal,nacional,https://linktr.ee/achadonapromo.br,verified_public_linktree,92,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Grupos de promoções, canais WhatsApp/Telegram, Shopee, Magalu e farmácia; Linktree cita Instagram @achadonapromo.br.","Oi, @achadonapromo.br! Vi seu perfil de ofertas no Instagram (Grupos de promoções, canais WhatsApp/Telegram, Shopee, Magalu e farmácia; Linktree cita Instagram @achadonapromo.br.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-achadonapromo.br,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG029,achadinhosdashopeeo,https://www.instagram.com/achadinhosdashopeeo/,achadinhosdashopeeo,achadinhos_shopee,nacional,https://linktr.ee/achadinhosdashopeeo,verified_public_linktree,78,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,Achadinhos da Shopee com grupo WhatsApp de ofertas e Instagram.,"Oi, @achadinhosdashopeeo! Vi seu perfil de ofertas no Instagram (Achadinhos da Shopee com grupo WhatsApp de ofertas e Instagram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-achadinhosdashopeeo,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG030,hgbestchoice,https://www.instagram.com/hgbestchoice/,hgbestchoice,ofertas_verificadas,nacional,https://linktr.ee/hgbestchoice,verified_public_linktree,91,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Ofertas verificadas, cupons ativos e links seguros; canais WhatsApp/Telegram e Instagram.","Oi, @hgbestchoice! Vi seu perfil de ofertas no Instagram (Ofertas verificadas, cupons ativos e links seguros; canais WhatsApp/Telegram e Instagram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-hgbestchoice,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG031,grupolucilunar,https://www.instagram.com/grupolucilunar/,grupolucilunar,beleza_perfumaria,nacional,https://linktr.ee/grupolucilunar,verified_public_linktree,82,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Grupo de ofertas de perfumes/produtos originais; Linktree lista WhatsApp, Instagram, TikTok e outras redes.","Oi, @grupolucilunar! Vi seu perfil de ofertas no Instagram (Grupo de ofertas de perfumes/produtos originais; Linktree lista WhatsApp, Instagram, TikTok e outras redes.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-grupolucilunar,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG032,grupooasis,https://www.instagram.com/grupooasis/,grupooasis,headshop_varejo,nacional,https://linktr.ee/grupooasis,verified_public_linktree,76,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,Grupo de Ofertas e WhatsApp/Instagram em nicho varejo/headshop; múltiplas comunidades WhatsApp.,"Oi, @grupooasis! Vi seu perfil de ofertas no Instagram (Grupo de Ofertas e WhatsApp/Instagram em nicho varejo/headshop; múltiplas comunidades WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-grupooasis,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG033,achadosginger,https://www.instagram.com/achadosginger/,achadosginger,achadinhos_promos,nacional,https://linktr.ee/achadosginger,verified_public_linktree,88,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Links de produtos, cupons e promoções; Linktree lista Instagram, TikTok, WhatsApp Channel, Telegram e Shopee.","Oi, @achadosginger! Vi seu perfil de ofertas no Instagram (Links de produtos, cupons e promoções; Linktree lista Instagram, TikTok, WhatsApp Channel, Telegram e Shopee.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-achadosginger,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG034,comprinhas_ka,https://www.instagram.com/comprinhas_ka/,comprinhas_ka,achadinhos_geral,nacional,https://linktr.ee/comprinhas_ka,verified_public_linktree,83,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Ofertas e achadinhos em geral; Linktree lista grupo WhatsApp, Shopee e Instagram.","Oi, @comprinhas_ka! Vi seu perfil de ofertas no Instagram (Ofertas e achadinhos em geral; Linktree lista grupo WhatsApp, Shopee e Instagram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-comprinhas_ka,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG035,shopeeando_,https://www.instagram.com/shopeeando_/,shopeeando_,marketplaces_geral,nacional,https://linktr.ee/shopeeando_,verified_public_linktree,90,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Achadinhos Shopee, Amazon e Mercado Livre; cupons e promoções todos os dias; Linktree lista WhatsApp Channel e Instagram.","Oi, @shopeeando_! Vi seu perfil de ofertas no Instagram (Achadinhos Shopee, Amazon e Mercado Livre; cupons e promoções todos os dias; Linktree lista WhatsApp Channel e Instagram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-shopeeando_,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG036,achadosmestre,https://www.instagram.com/achadosmestre/,achadosmestre,ferramentas_epi,nacional,https://linktr.ee/achadosmestre,verified_public_linktree,84,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Promoções ferramentas/EPIs, dicas técnicas e ofertas diárias; Linktree lista WhatsApp, Instagram e Facebook.","Oi, @achadosmestre! Vi seu perfil de ofertas no Instagram (Promoções ferramentas/EPIs, dicas técnicas e ofertas diárias; Linktree lista WhatsApp, Instagram e Facebook.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-achadosmestre,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG037,precinhodebanana25,https://www.instagram.com/precinhodebanana25/,precinhodebanana25,achadinhos_baratos,nacional,https://linktr.ee/precinhodebanana25,verified_public_linktree,81,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Achadinhos baratinhos e ofertas úteis diárias; Linktree lista Instagram, Telegram e WhatsApp.","Oi, @precinhodebanana25! Vi seu perfil de ofertas no Instagram (Achadinhos baratinhos e ofertas úteis diárias; Linktree lista Instagram, Telegram e WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-precinhodebanana25,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
